Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
"Nabapally Barasat,Noapara, Barasat,Kolkata","5 BHK Independent House for sale in Barasat, Kolkata",₹82.0 L,"Nabapally Barasat,Noapara, Barasat,Kolkata",1555,5270.0,"5 BHK Independent House for sale in Barasat, Kolkata. This 5 BHK unit is available in Barasat and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Barasat. The price of this Independent House is Rs 82.0 L. The built-up area is 1555 Square feet. There are 5 bedrooms and 2 bathroom. This property is at a walking distance from Narayana Multispeciality Hospital, Jessore Road, Kolkata, Barasat District Hospital, and Veerangana Rehab Addiction Treatment & Mental H...",3,No
"Bamangachi ,Noapara, Barasat,Kolkata","2 BHK Independent House for sale in Barasat, Kolkata",₹59.0 L,"Bamangachi ,Noapara, Barasat,Kolkata",6587,895000.0,"A 2 BHK Independent House for sale in Barasat, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Barasat's most desired properties. Contact now for more information. The price of this Independent House is Rs 59.0 L. Maintenance charges come to Rs 1. Each unit has a built-up area of 6587 Square feet. The carpet area is 4500 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Tally Academy Barasat, Barasat Indira Gandhi Memorial High School, and Barasat Mahatma Gandh...",1,Yes
"Labanya Apartment ,Rabindra Nagar, Mahheshtala,Kolkata","2 BHK Flat for sale in Mahheshtala, Kolkata",₹26.0 L,"Labanya Apartment ,Rabindra Nagar, Mahheshtala,Kolkata",735,3540.0,"Own property, no need to contact any broker. Only buyers are welcome More About This Property 2 BHK Apartment for sale in Kolkata. This property is in Maheshtala, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 26.0 L. Monthly maintenance charges come to Rs 600. It is best suited for all k...",2,No
"Tripura Sundari apartment ,Baidyapara, Garia,Kolkata","2 BHK Independent House for sale in Garia, Kolkata",₹34.0 L,"Tripura Sundari apartment ,Baidyapara, Garia,Kolkata",850,4000.0,"✅ Apartment Located beside one of the holiest Hindu  *Tripura Sundari Mandir*  ( Shakti temple) 

✅ Local Market 2 Mins , Metro 5  mins , Metropolitan Bypass 6 Mins , 5&6 No Garia Bus Stand - 6 mins , Hospital 10 mins  , BD Memorial & Future Campus School 6  mins , Hospitals within 10 mins 

✅ *Covered Parking* - 🚗 Owned 

✅ *Visitor parking available* - outside 

✅ _Water Filter Plant for Apartment_ 

 *Main Door* 🚪

✅ Covered and solid main door frame with door set latch lock and and imported main door handle.

✅ Individual collapsible gate.

 *Living and dining area* 


 

✅  Study Chair
...",3,Yes
"No. 152,Binay Singh Colony, Tiljala,Kolkata","2 BHK Flat for sale in Tiljala, Kolkata",₹30.0 L,"No. 152,Binay Singh Colony, Tiljala,Kolkata",700,4290.0,"2 BHK Apartment for sale in Kolkata. This property is in Tiljala, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 5. The price of the Apartment is Rs 30.0 L. Monthly maintenance charges come to Rs 350. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 700 Square feet. The...",2,Yes
"Samarpan Appartment thakurpukur ,Purbasan, Thakurpukur,Kolkata","2 BHK Flat for sale in Thakurpukur, Kolkata",₹18.0 L,"Samarpan Appartment thakurpukur ,Purbasan, Thakurpukur,Kolkata",760,2370.0,"One of the finest property in Thakurpukur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 4 storeyed building. The price of this Apartment is Rs 18.0 L. Other charges when you move into this property include maintenance, which is Rs 400. This Apartment is spacious with a built-up area of 760 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Vivekananda Mission School, Classmate Kids Play School, and Barisha Vivekananda Girls High S...",2,Yes
"Sikdar Para, Behala,Kolkata","2 BHK Independent House for sale in Behala, Kolkata",₹65.0 L,"Sikdar Para, Behala,Kolkata",1000,6500.0,"Stand alone fully tiled two bedroom house with two bedrooms, two toilets, a spacious drawing cum dining and modular kitchen. Fully tiled/marbled
Servant room and toilet on the terrace. Two
More storeys can be built. 

House stands on 2 cotta land with garden and own well 

House is fitted with AC and CCTV camera.  More About This Property Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Behala. The property price of this unit is Rs 65.0 L. Monthly maintena...",3,Yes
"Sri radha apartment,Sonarpur, Kolkata","2 BHK Flat for sale in Sonarpur, Kolkata",₹19.0 L,"Sri radha apartment,Sonarpur, Kolkata",520,3650.0,"One of the finest property in Sonarpur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 0. It is a 2 storeyed building. The price of this Apartment is Rs 19.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 520 Square feet. This property ensures you are a quick distance away from the city's best schools such as Kamrabad Uchcha Vidyalaya, Future Campus School, and St.Stephen's School, Sonarpur. It is also close to good and reputed hospitals lik...",2,Yes
"Fartabad, Garia,Kolkata","10 BHK Independent House for sale in Garia, Kolkata",₹1.6 Cr,"Fartabad, Garia,Kolkata",3600,4440.0,"Best 10 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 10 BHK property for sale in one of Kolkata's top location, Garia. The property price of this unit is Rs 1.6 Cr. The built-up area is 3600 Square feet. It is an ideal location for young families with kids, as this property is close to B D M International school, Welland Gouldsmith School (WGS), and ASIAN STARS SCHOOL. Healthcare facility is also close at hand with Peerless Hospital, Sunetra Family Eye Care Centre, and IRIS MULTISPECIALITY HOSPITAL nearby",5,Yes
"New Barrakpur, Kolkata","3 BHK Independent House for sale in New Barrakpur, Kolkata",₹40.0 L,"New Barrakpur, Kolkata",1361,2940.0,"Looking for a good 3 BHK Independent House in New Barrakpur, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 40.0 L. This modern unit has a built-up area of 1361 Square feet. It is very close to some of city's best hospitals, such as, Spectra Eye Foundation - Eye Hospital, Centre For Sight, and Kakali Blood Collection Centre - কাকলি ব্লাড কালেকশন সেন্টার. Established schools, such as Sujyoti Language school-Best Spoken English classes, Sudhir Memorial ...",3,Yes
"New Ballygunge, Kasba,Kolkata","1 BHK Independent House for sale in Kasba, Kolkata",₹13.0 L,"New Ballygunge, Kasba,Kolkata",350,3710.0,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Kolkata's top location, Kasba. The property price of this unit is Rs 13.0 L. Monthly maintenance costs Rs 0. The built-up area is 350 Square feet. It is an ideal location for young families with kids, as this property is close to South Point High School, Sahid Smriti Sangha, and Don Bosco School. Healthcare facility is also close at hand with AMRI Hospital - Dhakuria, Fortis Hospital and kidney Institute, Rash Behari, Kolkata, and ...",1,No
"Block P, New Alipore,Kolkata","6 BHK Independent House for sale in New Alipore, Kolkata",₹2.5 Cr,"Block P, New Alipore,Kolkata",3090,8090.0,"A 6 BHK Independent House for sale in Alipore, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 6 BHK unit with all the modern-day comforts is one of Alipore's most desired properties. Contact now for more information. The price of this Independent House is Rs 2.5 Cr. Each unit has a built-up area of 3090 Square feet. There are 6 bedrooms. There is provision for 6 bathroom. This residential property is near Sri Sri Academy, MNG Healthcare - Leading Nursing Training Institute in Kolkata, and M P Birla Foundation Higher Secondary School. It is also close to Fortis Hospi...",3,Yes
"Jagatpur, Baguiati,Kolkata","2 BHK Independent House for sale in Baguiati, Kolkata",₹16.0 L,"Jagatpur, Baguiati,Kolkata",700,2290.0,"Property for sale in Rajarhat, Kolkata. This 2 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 16.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 700 Square feet. This Independent House is strategically located within close distance of famous healthcare centres such as Apollo Gleneagles Hospitals, Spandan Hospital, and Charnock Hospital. Schools like JT Aviation College Raghunathpur Campus, Debashis Dev Roy Art School, and Kendriy...",2,No
"Malancha Mahi Nagar, Kolkata","3 BHK Independent House for sale in Malancha Mahi Nagar, Kolkata",₹19.5 L,"Malancha Mahi Nagar, Kolkata",1530,1270.0,"Check out this 3 BHK Independent House for sale in Malancha Mahi Nagar, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Malancha Mahi Nagar is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 19.5 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1530 Square feet built-up area. The unit has 3 bedrooms and 1 bathroom. Educationa...",3,Yes
"Paschim Nischintapur, Boral,Kolkata","4 BHK Independent House for sale in Boral, Kolkata",₹57.0 L,"Paschim Nischintapur, Boral,Kolkata",1440,3960.0,"4 BHK Independent House for sale in Paschim Nischintapur, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Paschim Nischintapur which is a promising investment destination in Kolkata. This might be your chance to grab the best 4 BHK property for sale in Paschim Nischintapur. This 4 BHK Independent House is available at a reasonable price of Rs 57.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 1440 Square feet. The built-up area is 1440 Square feet. T...",3,No
"Roychak, Kolkata","2 BHK Flat for sale in Roychak, Kolkata",₹35.0 L,"Roychak, Kolkata",850,4120.0,"A 2 BHK Apartment for sale in Roychak, South 24 Parganas. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Roychak's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 4 floors in this property. The price of this Apartment is Rs 35.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 850 Square feet. There are 2 bedrooms. This residential property is near Sahid Asuthosh Kankjol Junior Basic School, Dakshin Simulbaria School, and Roychak F.P. School. It is a...",3,No
